2.000000	0.250004
1.990000	0.249998
1.980000	0.249974
1.970000	0.249942
1.960000	0.249896
1.950000	0.249836
1.940000	0.249761
1.930000	0.249671
1.920000	0.249566
1.910000	0.249445
1.900000	0.249307
1.890000	0.249153
1.880000	0.248981
1.870000	0.248792
1.860000	0.248584
1.850000	0.248356
1.840000	0.248110
1.830000	0.247843
1.820000	0.247555
1.810000	0.247245
1.800000	0.246914
1.790000	0.246559
1.780000	0.246181
1.770000	0.245779
1.760000	0.245351
1.750000	0.244898
1.740000	0.244418
1.730000	0.243911
1.720000	0.243375
1.710000	0.242810
1.700000	0.242215
1.690000	0.241588
1.680000	0.240930
1.670000	0.240238
1.660000	0.239512
1.650000	0.238751
1.640000	0.237954
1.630000	0.237118
1.620000	0.236244
1.610000	0.235330
1.600000	0.234375
1.590000	0.233377
1.580000	0.232335
1.570000	0.231247
1.560000	0.230112
1.550000	0.228928
1.540000	0.227694
1.530000	0.226409
1.520000	0.225069
1.510000	0.223674
1.500000	0.222222
1.490000	0.220711
1.480000	0.219138
1.470000	0.217502
1.460000	0.215800
1.450000	0.214031
1.440000	0.212191
1.430000	0.210279
1.420000	0.208292
1.410000	0.206227
1.400000	0.204082
1.390000	0.201853
1.380000	0.199538
1.370000	0.197134
1.360000	0.194637
1.350000	0.192044
1.340000	0.189352
1.330000	0.186557
1.320000	0.183655
1.310000	0.180642
1.300000	0.177515
1.290000	0.174268
1.280000	0.170898
1.270000	0.167400
1.260000	0.163769
1.250000	0.160000
1.240000	0.156087
1.230000	0.152026
1.220000	0.147810
1.210000	0.143433
1.200000	0.138889
1.190000	0.134171
1.180000	0.129273
1.170000	0.124187
1.160000	0.118906
1.150000	0.113422
1.140000	0.107725
1.130000	0.101809
1.120000	0.095663
1.110000	0.089278
1.100000	0.082645
1.090000	0.075751
1.080000	0.068587
1.070000	0.061141
1.060000	0.053400
1.050000	0.045351
1.040000	0.036982
1.030000	0.028278
1.020000	0.019341
1.010000	0.009926
1.000000	0.000129
